,tweet_raw_text,task_1
2340,: pouya dumb ass wildin bro wtf,HOF
2341,The United States wants a strong leader like President Trum! Those who,NOT
2342,: my country came second!!! yassss go sizt!! For EXO!!! EXO https:,NOT
2343,: Youre not ashamed of yourselves eer. Still taking pictures. Idiots!!,NOT
2344,: DO NOT START LINING UP FOR BBMAS!! THIS IS NOT A CONCERT!!ESP people in pit/seatfillers.People are starting to line up a,NOT
2345,: I wanna be so busy that ion have time to fuck with nobody !,HOF
2346,"Don't submit then quit. Apply for jobs like ""Management and Program Analyst"" at Federal Aviation Administration, th",NOT
2347,: bitches with fat asses always doing some corny shit,HOF
2348,": My fave thing about our home is that white people think WE'RE racist because for ONCE, they go to a state where THEY'RE",NOT
2349,Jesus these trains are utter crap!! Not sure how they are still running!,NOT
2350,: Get out of church you traitors,HOF
2351,": This how you should be looking at your girl. Like Damn, howd I manage getting her fine ass?",HOF
2352,"I could sum this up with a good response,But the AFL would ban me for life.People r brai",NOT
2353,: These people are sick.,NOT
2354,": Democrats in the house, if you dont get nasty right now, this window will close and bye bye .",NOT
2355,: Kylian Mbapp at :- x World Cup- x U19 Euros- x Ligue - x Coupe de la Ligue- x Coupe de France- x Trophe de,NOT
2356,"""Suck it, X-Rider!""",NOT
2357,Wow what an idiot take from a complete idiot.,HOF
2358,Two drinks and Im tipsy,NOT
2359,Ill suck a dick for $20 IM DONE WITH ALY,HOF
2360,It shreds the card,NOT
2361,: in video:Ill eat this well/deliciously.Ill cut a bit of this/I was just cutting some of this (a bit hard,NOT
2362,": And as Pragya Thakur defends his father, guess which party will be his choice ? Rather which party will welcome him wit",NOT
2363,: Let's clear the search bar's!!!!!I am sick this look Please Help RT!Jhope cuteJhope handsomeJhope BTS foreverJho,NOT
2364,": JH: Yo~ j-hope right here~ JM: He's the coolest these days, the coolest!RM, JM, and SG then quote his line in Cypher",NOT
2365,: Scroll downKeep scrollingnow youre obligated to reply,NOT
2366,": Silky: MAKE ME LIPSYNC FOR MY LIFE, I WAS FUCKING READY :",HOF
2367,"A2: Completion of data analysis for two empirical studies, two chapters drafted, literature review for two addition",NOT
2368,: What women do when they wanna fuck but they dont wanna explicitly say it or initiate it,HOF
2369,Dead ass lets go,HOF
2370,"Another day! It's May , at :45AM have s lunch",NOT
2371,I wanted thit to save her from him here and beat the shit out of him and after that out of himself too,HOF
2372,people followed me // automatically checked by,NOT
2373,BRUH this review of la llorona is hella good and creative as hell Ive always liked this guys content this is fuck,NOT
2374,"This goes for anyone. But if you're a Mother, you really need to make sure you're putting yourself at the top of th",NOT
2375,: I picked MYSELF up EVERYTIME I fell ! I dont owe nobody shit !!,HOF
2376,Talk ya shit glizz,HOF
2377,Wow the models are trained so hard to not even look down when a cat is about to trip them. I don't get it,NOT
2378,I hate my father bruh.,HOF
2379,Wijnaldum you're my guy but you need to come off,NOT
2380,": Seth Curry on altercation with Will Barton:He waited for a few people to get in between us, and when a few people were in be",NOT
2381,": To my young followers, please dont engage in cybercrime or yahoo yahoo. You will only be destroying your own future. Work",NOT
2382,: Shit. I'm fucked now.,HOF
2383,: father and son BTS,NOT
2384,: i don't need k-12 i need k,NOT
2385,Oh WOW That is Fucking Close Its a Photo Finish Folks And Bucky Wins By A Pubic Hair!!!Yay!!! Yeah,HOF
2386,": When youre in the mood for a facial, but dont have the patience to set up a hookup. Watch me spray my own face in the",NOT
2387,": OOH-AHH Tickets to WORLD TOUR TWICELIGHTS in NEWARK, NJ are on sale NOWDid you gra",NOT
2388,": ay, they better not fuck up the FX for my next music video",HOF
2389,Bitch call me,HOF
2390,": MARK THIS LEGENDARY DATE, TAEKOOKERS.THE DAY THAT TAEKOOK NATION FINALLY BREATHEDT.MAY FUCKING EIGHTEEN, TWENTY-NINE",HOF
2391,: Raise your hand if you think President Trump nominating William Barr for Attorney General is now one of the best decisio,NOT
2392,": ""DTA YOU STUPID PIECE OF TRASH""",HOF
2393,"Bye Bye and its about time!! Giuliani will travel to Ukraine, saying country's probes m",NOT
2394,pack fuck it,HOF
2395,I just ate like pixie stix I'm fucking fired up bro who wants to FIGHt,HOF
2396,: DID THIS BITCH JUST-,HOF
2397,: i HeArd sOmEthiNG aBoUt yOUgo hear it again bitch cause i dont give a fuck,HOF
2398,: Damn this is sad..RIP Russ,NOT
2399,: its mental health awareness month &amp; i dont think ive ever been less mentally healthy,NOT
2400,: Theres absolutely no way youre not getting pregnant by this,NOT
2401,: tati westbrook just grabbed the sexual predator and manipulator james charles by the neck and DRAGGED him and his career st,HOF
2402,": When you've found The One, you want everyone in your life to meet her, and get to know her. Please meet my One, my wife, Eli",NOT
2403,: The incredibly orange idiot w/ the syphilis riddled brain is PROJECTING again.He's lying about John Kerry violating the L,HOF
2404,: Who tryna beat my ass without the B?,HOF
2405,running on no sleep and just did my makeup in a public bathroom here we go,NOT
2406,I almost put chicken stock in my tea instead of milk. TGIF!,NOT
2407,: mj had a taste of the chicken while bin is away and mj said he had to eat more so jinjin said that no we need to eat once,NOT
2408,": Ive done more for Firefighters than this dues sucking union will ever do, and I get paid ZERO!",HOF
2409,": if someone said to me, you can fuck shawn mendes but u would immediately die afterwards like a bee does when it stings a huma",HOF
2410,: Peter just said fuck men.,HOF
2411,": Mary Jane doesn't need superpowers. She's just a badass. Gerry Conway, Alex Saviuk, Keith Williams",HOF
2412,": ""I'm fucking crying""",HOF
2413,: And here is my little monster Chase. He's not into the bikes as much as Peyton but he is only so not quite sure yet. But,NOT
2414,Or a phat ass blunt!,HOF
2415,WHERE CAN I GET IT,NOT
2416,"A personal fuck you to anyone who has been inconsistent and has hurt the loml, yall aint shit and I really cant stand any of you.",HOF
2417,": I certainly won't vote Labour unless they become a pro-EU, Remain party. Under the present leadership, that isn",NOT
2418,I think hell be just fine and can handle a pathetic troll,NOT
2419,Fuckkkk I need that,HOF
2420,": ""I was when IS took me. I was sold to eight men, but only three raped me. The others used me as a slave""In Islamic St",HOF
2421,I dont know who need to hear this but CREAM IS NOT WHITE,NOT
2422,: People will swear on everything &amp; still be lying their ass off,HOF
2423,: feel so shit tonight,HOF
2424,: .Typical Trump. Hes a conman &amp; liar. Proven in excess of in years.,HOF
2425,Me everytime I go out but someone always hands me a damn drink,HOF
2426,OMGosh!! SICK!!,NOT
2427,My momma would beat the shit outta me if I did that,HOF
2428,That would suck.,HOF
2429,Lol youll probably never place one again unless your in urology,NOT
2430,Sick progress,HOF
2431,": Jamie Lannister, he is the nastiest skank bitch I have ever met. Do not trust him, he is a fugly slut.",HOF
2432,But Then I Am Christian So You Thought Oh She's just a Christmas,NOT
2433,Third time watching the series and im noticing dumb shit lol,HOF
2434,This shit was wholesome,HOF
2435,TEST ME AGAIN MOTHER FUCKER. KEEP DUCKS OUT YA HORNY MOUTH.,HOF
2436,: napping without an alarm is the most dangerous fucking game because you could wake up in mins or years,HOF
2437,: My Campaign for President was conclusively spied on. Nothing like this has ever happened in American Politics. A reall,NOT
2438,"What a jerk, you moron that could have been your mother, grandmother, Aunt. I hope they keep in jail.",NOT
2439,: you were supposed to double text me idiot,NOT
2440,"good job kodingu, you absolute fool, you ruined it and any chance it has of ever releasing",NOT
2441,Your going to CBS for facts? Really?,NOT
2442,: someone: stucky sucksme: fuck you thats my emotional support gay ship that will never be canon,HOF
2443,: *Shatta wale used less money to shoot a video lyk My LevelDen BOOM! Dis video started Dominatin the international platform,NOT
2444,shame Shame SHAME on,NOT
2445,Im so fucking proud of Bangtan,HOF
2446,Stop youre making me attracted to you,NOT
2447,i know damn well she lyin when she say that she aint bad for me Im downnnn,NOT
2448,": i'm gonna be straight, if you're sad you're single and you want to find *the one* you will probably not find them by twee",NOT
2449,Shush!!!!!! You're going again,NOT
2450,I just found my bruh on Jerry Springer,NOT
2451,: Just before go to sleep! I want to see Your wallpaper pictures of your phones! = i'am just curious to know=Here is mi,NOT
2452,Im assuming you are talking about GOT but I dont watch that show so I have no idea what youre talking about.,HOF
2453,"DAMN Tati ended his shit RESPECTFULLY. NO TEA, NO SHADE, JUST FACTS",HOF
2454,Are you not sick of ah we tried we will go again next season,NOT
2455,"Why does this country seem so determined to plumb all the depths of evil now, I want us to be the opposite, I want",NOT
2456,": Dating AdviceIf they like you , you'll know. If they don't you'll be confused.That's all you need to know",NOT
2457,: And she's a little BEAUTYYYYYYYYYYYYYYY,NOT
2458,: Never understood that lmao why would I fck with somebody and tell my mans about shit I do with her on my spare time. Nigg,HOF
2459,": My mother calls me ""betu"" &amp; ""Shivi""",NOT
2460,Go get it! We will be ready for you!,NOT
2461,I hope you're doing well!,NOT
2462,: hours on a minibus what the fuck are we thinking,HOF
2463,Well the guy post a pic showing them off hes asking to get a comment like that,NOT
2464,": By now, you should've learned that making genocidal threats won't make Iran budge.If you want peace, prepare",NOT
2465,: PRESIDENTIAL HARRASSMENT: Dems Are Issuing Subpoenas For President Trumps GRANDKIDS [WATCH]. Congress is officially abu,HOF
2466,: Damn I was tryna masturbate and my rheumatoid arthritis on my fingers kicked in,HOF
2467,": Graham is reading random portions of transcripts and just said ""Trump is a fucking idiot."" Then he looks up and says """,HOF
2468,: Ah shit here we go again,HOF
2469,": The Importer pays the tariffs, you fucking moron. Youve levied a sales tax on yours own citizens.",HOF
2470,"True,number cant even afford to rest Lowry and co have to turn up",NOT
2471,: Scroll downKeep scrollingnow youre obligated to rt,NOT
2472,You will be impeached.,HOF
2473,Kluber you big fucking bitch you peice of shit are you fucking kidding me you suck all game now you leave the fucki,HOF
2474,they were so babie and now they're all growned up,NOT
2475,": Raise your hand if you agree, Putin owns the GOP.",NOT
2476,": This is not honesty. This is not integrity. If Mr. Barr didnt tell Congress the truth, and it appears he didnt, then he c",NOT
2477,Eventually your phone realizes you're a lost cause and just leaves you to your grammatically horrifying furry shit,HOF
2478,"they're simply very powerful! baboom, they go!",NOT
2479,Dany was still be on that damn dragon lmfksjznwhz,HOF
2480,And Twitter found that hes violated their TOS. Soooooo......buh bye,NOT
2481,This shit had me dead af,HOF
2482,: I CANT FUCKING BELIEVE IT IVE BEEN SAYING THIS FOR SO LONG BUT SO MANY AIRPLANE PT2 PERFORMANCES AND NOT ONE VIDEO OF NAMGI,HOF
2483,Get a clout house,NOT
2484,: 'I am proud to be a gay son of God.' This valedictorian came out during his graduation speech at Mormon university BYU h,NOT
2485,Sick!!!! And if his mother felt this way? He wouldn't be here would he...so pathetic! Excuses are ju,HOF
2486,Fuck,HOF
2487,"Its simple you old fool. Athletes get paid millions because fans buy gear, tickets and concessions. Noone buys",NOT
2488,I only slept at am because I took a long ass nap yesterday now my eyes are painful af,HOF
2489,": Aang would probably put up a good fight, deflect all the Rasengans and rasenshurikens like a boss, because they are attac",NOT
2490,"You really dont know how any of this works, do you? The only ones paying your tariffs are the American consumers!",NOT
2491,"im tired as fuck. and man, physically aint SHIT. im mentally DRAINED. im fucking done bruh.",HOF
2492,": Before yall start running to the internet to bash the University, just remember this is your school, gas leaks do happen",NOT
2493,"That's not good,Jane..Look at me.. Work is number ,then P'Sing number ..And now I think I lost some ph",NOT
2494,What a piece of shit is filming that instead of helping,HOF
2495,: if you think im gonna yell my lungs out by stuttering the lyrics poorly just so it wont be silent like THIS during seesaw t,NOT
2496,Bts came from fucking nothing i literally hate yall disregarding how hard they have worked to get to where they ar,HOF
2497,Shes so done with my shit AHAHAHHAHAHAHA ITS OKAY THO,HOF
2498,I need them jays,NOT
2499,: life is simple when you're a dog(puppiesclub IG),NOT
2500,"I am unfollowing you, I will never watch one of your vids again, shove your high concept up your ass, go to Hell.",HOF
2501,: Youre going to start having more energy to do what you came here to do. Your purpose will revel itself and the supply wi,NOT
2502,fucking girls wheel of porn amateur housewife fucking list of free porno sites real sexy movies myanmar sexyiest,HOF
2503,"So were getting close to the Suffolk Skeet this weekend (Sunday) at Eriswell Lodge, training is going well for sev",NOT
2504,: gamora getting ready to give the gays everything we want,NOT
2505,": Here's an article I wrote for about friend and musician Dan Pash, and how he's still making music with less",NOT
2506,Fuck Jay RT,HOF
2507,: taehyung shoved his cock in jungkooks throat... and fucked it like an asshole,HOF
2508,": Modi will never again represent the myriad dreams and aspirations of . Then he was a messiah, ushering in a future too",HOF
2509,: BRETMAN IS A FUCKING MOOD LMFAOOOOOOO,HOF
2510,Fuck ups will be the death of me,HOF
2511,people followed me // automatically checked by,NOT
2512,That mf is gone be trash lol,HOF
2513,: eat shit grammar nazis!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,HOF
2514,"""How was your field trip, buddy?"" ""Great! I hung out with [friend] and his mom. Her name is Nicole. Just like from !""",NOT
2515,: when you're sleeping and your alarm didn't ring yet but the amount of sleep you're getting is suspicious,NOT
2516,: My dad once told me keep her stomach and flower vase full and youll have a lot less problems and tbh thats probably,NOT
2517,I need to go cook..,NOT
2518,: we couldve had it all but the russos said fuck stevenat rights,HOF
2519,: Damn See full video and other hot videos only on and h,NOT
2520,You can't face them when you play in Europa league probably for the next years,NOT
2521,Yo fucking Angola Nacho head ass,HOF
2522,I really got ASS,HOF
2523,MY DJDJDUXUDGYBJDJDIENDNFNDJ HAJIMEME JUST FUCKING LYNXED MEAND IT WAS THE GOLD ONEYUCKYbut nice smellBUT STILL YUCKY,HOF
2524,"Who allowed me to bleach my hair. What was I going thru. Why did I leave it like this for so long smh, lookin like a damn fool",HOF
2525,I need a friend whos down with the shits,HOF
2526,: I went to high school with James Charles. He is a sexual predator and sexually assaulted my friend. Im glad to see his,HOF
2527,I can't figure out why anyone would trust the loser that lost over a billion dollars,HOF
2528,"America is the most sexiest country? People on the left are completely ignorant, you h",NOT
2529,: 'We need to see other people like ourselves to help us define who we are.' Tony nominated actress is brin,NOT
2530,: Who's the dumbass that drop kicked Arnold Schwarzenegger?? We need names,HOF
2531,NO SHIT MITT??? REALLY?? I GUESS NO ONE KNEW IT BEFORE U HUH??? U JERK!!!,HOF
2532,My hangover had me in bed all damn day...Now I know I'm getting old.,NOT
2533,: retweet if youve ever been called one of these:-ugly-stupid-ratlike-spherical-vore-orb-lumpen proletariat-pseudodaddy,NOT
2534,I dont be on flaw shit nor do I tweet flaw shit,HOF
2535,Damn old people get on my nerves,HOF
2536,: Trade had me creamy as fuck! I love a hood nigga that knows how to beat it up.,HOF
2537,My WCW! Such a beaut!! Hope youre well? xxx,NOT
2538,youre so pretty!!,NOT
2539,I do give a fuck n I hate myself for that,HOF
2540,: Congrats to for winning Top Duo/Group at the Billboard Music Awards Fucking proud of them! . https:,NOT
2541,: Fuck dembele,HOF
2542,never go full heigl,NOT
2543,is it not time to introduce hot cabinets in your stores? Sick of getting cold pasties and hearing,NOT
2544,You are so fucking delusional you have hurt our Farmers you will hurt incoming product you suck as,HOF
2545,"He's an idiot, and worse than that, a Tory. But I'd like to see the media use their connections to at least researc",HOF
2546,i need mango pods,NOT
2547,": Ouh and ya either member bahan cs their mentality says ""geli la orang lain pun ada awek"" or ""tak lawa ah awek kau"" thos",NOT
2548,"nerf bastion', 'i bet he doesnt kiss ya' and 'if you dont like furries go away' are phrases eternally engraved into my soul",NOT
2549,: President?,NOT
2550,: Like father like son.,NOT
2551,": days in our foster sanctuary away from her homeless owner, high court injunction served on a London borough council",NOT
2552,Yo ass tweakin,HOF
2553,Looney Im sorry! You aint trash no more big dog.,NOT
2554,: i tried removing the bokeh effect on yedam's profile images this is the best i could do whoever thought the effect,NOT
2555,"If cronulla played like that the whole game, they might of won but with dickhead dugan f",HOF
2556,: Stripes on his Ass So i Call this Bussy Tigger.. Damn i Fucked so Good I Had that Lil Chocolate Booty Cream,HOF
2557,: ezra miller is gender fluid and everyone is ignoring that can yall shut the fuck up and respect non-cis people .,HOF
2558,Id say expose because hes literally cheating but you know how some girls are when you tell them what their men are up to .,NOT
2559,"I go crazy, you turn it onnn,then you're gone",NOT
2560,": Guys and gals, trust me when I tell you, youre gonna want to follow these two amazingly talented young women.",NOT
2561,: Good morning to everyone especially AG Barr whos getting attacked because hes about to bring the pain to the treasonous dee,NOT
2562,: she deserved a fucking movie BEFORE Captain Marvel I said what I said,HOF
2563,: We have more of a chance and opportunity now that we ever did with the rest of the spineless GoP...I think we might fina,HOF
2564,"he does ! Every time I turn around his ass either in the fridge, stealing my food/snacks, or talkin",HOF
2565,: Am I the only one who sees the hypocrisy here?I love your sister. She totally fucking rocks. Tell her to DM me.By th,HOF
2566,: Watch my son come out looking just like his damn daddy,HOF
2567,Theyre waiting in line at Inkigayo to get their sandwiches,NOT
2568,": Am I still gay when I love watching eat this juicy FTM pussy? Of course, his face is hot as fuck and hes so",HOF
2569,Youre a loser Im afraid. Content with trash,NOT
2570,": To infinity and beyond, my friend. No one's ever really gone when they're in our hearts forever.",NOT
2571,: FUCK SLUTTY BUSTY MILF STEP-MOM NOW (FOR FREE) Click here &amp; Enjoy Fuck h,HOF
2572,youre my boyfriend,NOT
2573,Fucking kill me,HOF
2574,: ESL Jobs: Hiring Nationwide for June or August Start!,NOT
2575,: I am one breakdown away from a boob job dont test me,HOF
2576,: Dont have sex if you dont wanna get pregnant says men who stick their dick in whatever they want to (consent or not) and,HOF
2577,Lolla* the fact that you cant fucking edit tweets will forever drive me up the wall.,HOF
2578,: how the fuck he put my whole Jacuzzi in a garbage bag?,HOF
2579,Rest well,NOT
2580,THERE'S NO FUCKING TIME,HOF
2581,"Yup. As I said, we don't know exactly what she's upset about as she hasn't told us",NOT
2582,You look amazing! But I want to see your pretty face and smile.,NOT
2583,: i think i everything.,NOT
2584,This damn iPhone acting tf up,HOF
2585,Young kids abuse PM Modi in Priyanka Vadras presence,NOT
2586,He never suggested that. He said they should but they won't because they're not the Dems and we d,NOT
2587,"You just need some TLC, THC, long dick and Hennessy...yea thats me. Me:",HOF
2588,Bern are trying to keep something from the ppl like you going to jail and want to be able to vote while yo,NOT
2589,: Fuck that felt amazing to be the second of the day,HOF
2590,Dad has better legs than me and it is quite upsetting,NOT
2591,You're just being cruel now!!!,NOT
2592,Thats why i saved my card info on my amazon prime so i dont go through that exactly.. but that might be even worse,NOT
2593,: Hey you need to cut ties with this entire family! All brands that sponsor Janelle need to stop!! Do you see what y,NOT
2594,is it a seated show or a standing show? (DXP19) because I need to know if I should wear heels or not hehe,NOT
2595,I look forward to my days off but all I want to do is sleep the day away,NOT
2596,Nobody:Angie: U getting dick ? Cus ur ass looks bigger,HOF
2597,A piece of,HOF
2598,": Scroll downKeep scrollingnow youre obligated to retweet, qu",NOT
2599,thinking about this. i hope zendaya gets back on this show now that shes not disney and put their asses on blast i,HOF
2600,: FACE OF MAY Vote by RetweetingTo register for Face of JuneGet started here - Then pay,NOT
2601,: Faker. Loser. Liar. Make Sims go away. Vote him out.,HOF
2602,: This will definitely go over well in .,NOT
2603,Middle ground = Fuckin Failure you goddam old fool!,HOF
2604,": My dads gone away for two weeks to Mexico, it was always his and my mums happy place before she passed away. Hes just",NOT
2605,Youre an idiot.,HOF
2606,that shit look nasty,HOF
2607,": i know you're addicted. You need your fix of my delicious, outstanding booty. you're going to have yet another round of worsh",NOT
2608,": Birth control pills, IUDs and other methods of birth control like that the bill states that any birth control that",NOT
2609,Im wit the shit like a baby,HOF
2610,Been getting showers and gusty winds off and on for the past few days...,NOT
2611,damn ok,HOF
2612,Was going to say we are bus wankers today but as we have been waiting for fucking minutes for stagecoach. Maybe.,HOF
2613,: id lick the sweat from her ass crack,HOF
2614,With yo ... niggga .. probably ... BITCH,HOF
2615,: The Royal Council are literally the nicest people ever wtf how are u all so pure and kind,HOF
2616,: That's Asgard's ass,HOF
2617,WE GET IT,NOT
2618,I literally wait until the LAST minute to do everything! Its fucking disgusting at this point,HOF
2619,: Totally fine to like burritos more than you like most people.,NOT
2620,Damn right they do!,HOF
2621,: Niggas better come the fuck throooougghhh with those polo neck and chain outfits,HOF
2622,: Boris is a racist thug with little concern for anyone except himself.Don't be like Boris,NOT
2623,: baby Future when he wanted a Big Wheel but dad handed him a Rolex instead,NOT
2624,"It's your job to love your mother, and it's our job to keep her in good health. Let's do our jobs extra well this M",NOT
2625,: The worst ending ive ever seen!! BRAN?????? this is bullshit,HOF
2626,": As a native Michigander, you're behavior is DEPLORABLE (it's not a compliment). I'm glad",HOF
2627,: .AWESOME! Democratic hopefuls have no idea who they are up against! + million Americans who are sick of Liberal Hypocrit,HOF
2628,": Remember when the Post got all over Eric Holder for stonewalling Congress, being found in contempt and for declaring himself",NOT
2629,Rockets suck lmao,HOF
2630,Listening to you today Im ashamed that you represent NJ. YOU WILL NEVER BE PRESIDENT. YOU CANT EVEN INVESTIGATE PROPERLY.,NOT
2631,"Well, shes probably too busy railing against entitlements and freeload",HOF
2632,: might fuck around and tell my homies I love them,HOF
2633,": There is no wiggle room in this, it is the law. Secretary Mnuchin says he has decided not to turn President Trump's taxes ove",NOT
2634,": Opportunities open through hard work &amp; focusing on your own shit, aint nobody gonna live your life for you, so live it",HOF
2635,: me after getting my popcorn ready for jeffrees video and then hearing him say hes not posting receipts,NOT
2636,: FACETIME: *Reconnecting*ME: shit this my chance to hang up,HOF
2637,"Already going to Putin, trying to get the illegal activities started. Trump can't win on his strengths or personali",NOT
2638,"Portos Bakery is coming to Northridge, and we know where its planning to open",NOT
2639,I rest my case,NOT
2640,huh..facts not bullshit. That would be Trump,HOF
2641,: Ive been a health visitor for years and I think Video Interactive Guidance is an absolutely fantastic tool. These p,NOT
2642,"I passed the smart test, fuck the Gangster Test",HOF
2643,: Tina: YOURE SO ANNOYING!! I CANT BELIEVE I MARRIED YOU!!Newt: IM ANNOYING?!? YOURE THE ONE THAT CHEATED!Tina:,NOT
2644,": ""We want to tell the world that the rulers of this country have looted the people."" author Gladson Dungdung wr",NOT
2645,: worst part about online shopping is getting up to get my card :/,NOT
2646,Big yeen snout pushing you into the sheets and mattress of your bed; taking deep breaths and growling softly as he,NOT
2647,Golden State Warriors emotional leader Draymond Green got a bit of a reprieve Wednesday when the NBA league office,NOT
2648,": Yall can talk bad about cops all you want, but theyre literally running full speed into a place with an active shoot",NOT
2649,": If a proceeding is ""based on false allegations,"" the president ""could terminate that proceeding and it would not be a corru",NOT
2650,: Day of youre going to get yourself where you want to be.,NOT
2651,": yall ever just listen to maze of memories and realize that wow,,, racha rlly are fucking geniuses like... still havent",HOF
2652,: In honor of Bambams birthday we donated Kg of cat food to the cat shelter SOS Gatinhos under his name with the help of br,NOT
2653,"Till you notice me, always with you I see your smile from far awayYoure so dazzling that my eyes grow faintMy heart is racing again",NOT
2654,go to your fucking room,HOF
2655,"It's length is certainly a draw, which helps if you need to reread it to verify how good it is.",NOT
2656,: I want you to kiss me with a ticket to another world inside your mouth.See more of me:,NOT
2657,: Its sad af when bitches joke about their abortions. Just trifling as fuck.,HOF
2658,": If people want to hate me, I can't stop them. But it's not going to stop me from doing my job. You wanna know why? Bec",NOT
2659,YES IM SO DRUNK AND IN A CLUB TOILET BUT FUCK YEAH BTS WON I WIN IM SO HAPPY,HOF
2660,": On Andrea Pirlos th birthday a reminder of the time he had nobody to pass to, so just decided to ping the bastard himse",HOF
2661,"Im all for that mumbling shit, it gets me going",HOF
2662,Cosmopolis Pattinson would kick so much ass as Bruce Wayne,HOF
2663,: wendy stans come get ya food *__*,NOT
2664,We have to be investor friendly. Treat them like gold. But we give into stupid failed ideologies,NOT
2665,": im still not over the fact that tony and nebula were thousands of LIGHTYEARS away from earth, and yet carol still mana",NOT
2666,Okay I love ya but we need more from you,NOT
2667,"I dont back track, go away",NOT
2668,i really thought with my whole ass chest that bran would show jon a flashback of rhaegar at the trident or something,HOF
2669,: im not putting up with yalls shit anymore,HOF
2670,"The vet told my mom that to get our dog to stop biting she needs to tell him no sternly so naturally she says ""I re",NOT
2671,people followed me // automatically checked by,NOT
2672,: Both the Attorney General William Barr and President Trump now have the right to sue the ignorant and willfully moronic,NOT
2673,Hope youre not one of them sir?,NOT
2674,when memphis has the number one recruiting class and everyone wants to come out of the woodwork to tell us how big,NOT
2675,: You can do all that and even write embarrassingly stupid tweets like this. Just dont kill any humans and everything wil,NOT
2676,Capturing a quality selfie of my sweet round ass is so hard to do when these giant natural tits keep getting in the,HOF
2677,: All I'm saying and I realize it's controversial is that we shouldn't have a president who committed a bunch of crimes,HOF
2678,": In honor of CNN being full of liars, I donated to again.I fucking TEACH statistics, my students know better",HOF
2679,And these are the POS we want here hell no !!!!!,HOF
2680,I Agree with President Trump,NOT
2681,My dumb ass sat here and was like family of ??? Is she having twins?! I hate myself,HOF
2682,"Secretary Clinton won the popular vote for president, and the country just el",NOT
2683,"If you ever come across people talking about me and saying things you know Im capable of, please dont defend me,",NOT
2684,I was just talking about this shit,HOF
2685,Holy mother of glob.....,NOT
2686,: wow fck the Oregonian and thats on everything.,HOF
2687,: Teacher: *leaves class for minute*Nobodytill nobody:Victory: Im writing names of noisemakers,NOT
2688,: This is fucken stupid,HOF
2689,: Pretty Liar,HOF
2690,i found it funny while watching that captain marvel didnt even need them she just flew away dksgscmshs,NOT
2691,All I hear is my siblings coming in the house. Ewww what's that awful smell Jesss did you poop again??? Me I'm sick sorry,HOF
2692,: fun fact:I keep a small bottle of Tapato in my room (just in case) cause you never know when youre gonna need the sauce,NOT
2693,I think Im boutta fw Waffle House,NOT
2694,": growing up with siblings""come here""""why?""""just come here""""no, youre gonna hit me""",NOT
2695,Fuck this,HOF
2696,Dems,NOT
2697,His motive is to run against Trump. What moron!,HOF
2698,": Excuse me, is this what you're calling ugly?",NOT
2699,: Cannae believe the shambles that was the ballot for the final. Which fickwit at CP decided to fuck people over. Ticket,HOF
2700,: Followers away from finally getting a creator code...lets get it!,NOT
2701,: My theoryansa ends up on the Iron ThroneArya becomes the hand of the QueenDaenerys kills Jon SnowArya kills Daenery,NOT
2702,: ah shit here we go again,NOT
2703,"if I ever lost my dad I would kms tbh, I can't live without him, he's my whole world",NOT
2704,"FUCK YOU,, said with love",HOF
2705,: my bf got me fucked up if he ever think im ever going to idaho,HOF
2706,": ....who got them there. Chris Wallace said, I actually think, whether you like his opinions or not, that Mayor Pete h",NOT
2707,We know you probably legitimately think you are living under a tyrannical l,NOT
2708,if you need to exams for those languages (to go to the places you want) theres some cool apps to learn,NOT
2709,"Your not alone,I'll be thinking of you!",NOT
2710,: I would rather never see a whale in my entire existence on this Earth than to see it in a small tank,NOT
2711,my grandma isnt asnwering any calls amd im still at rhis grisl house from :30. she better not be dead.,NOT
2712,: bruh i hate caring for someone more than they care for me and i cant even help but to keep caring like. what the fuck i,HOF
2713,They activated the perpetual horseshoe up their ass this inning,HOF
2714,Dude I wanna fall in love what the fuck,HOF
2715,: FUCK IT UP BRUNO !!,HOF
2716,": Facts - we know how you hate them (10,000 documented lies since your presidency began) contacts is not",NOT
2717,"just when i thought things would change, they dont!!!! im so tired!!!!!!",NOT
2718,: Found a veteran on tinder today,NOT
2719,""" ...ME - This is total bullshit !Some people are saying""",HOF
2720,Go post that shit sis fuck them,HOF
2721,Dont know what youre talking about,NOT
2722,"Not getting any sleep tonight, will be time for me to catch my flight",NOT
2723,: We need to put Obama behind bars!,NOT
2724,: Joe DiGenova says hes been informed by the Office of Inspector General that the FISA Warrants to spy on the Trump Campaign w,HOF
2725,: has been a great help in collaboration work with local boroughs for ! Truly engaging our co,NOT
2726,: DAMN.,HOF
2727,": How stupid does William Barr and his Republican enablers in Washington, DC, think Americans are? Judging from their performance",HOF
2728,": when lany said;the only way to get past this feeling, is to tell myself you're not coming back.I really felt that.",NOT
2729,": I want this to happen to liar Pappu, foul mouthed siddu, sidramaiah, prakash raj, many moreSo that they should think",NOT
2730,Fine &amp;u,NOT
2731,in shocking upper class awkwardness at not knowing what the fuck a theremin is with a dumb f,HOF
2732,I used to think the seniors in NSM had their shit together when doing these presentations. Then I became one of tho,HOF
